asiasanat;ilmestymispäivä;käytön päättyminen;nimellisarvo;merkin nimi;merkin väri;painopaikka;painosmäärä;taiteilija;valuutta;kuvan_url;id;sub_label;label
joulupukki luistelu liikunta vuotuisjuhlat perinne kansanperinne;03.11.1995;31.12.2011;2;Joulupukki luistimilla;;Setec;26000000;Pekka Loiri;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1332.jpg;1332.jpg;1332;1332 Joulupukki luistimilla
joulutähti kukka kasvi perinne vuotuisjuhlat;03.11.1995;31.12.2011;2.8;Joulutähdet;;Setec;7000000;Pekka Loiri;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1333.jpg;1333.jpg;1333;1333 Joulutähdet
ystävyys tunteet tervehdykset ystävänpäivä vuotuisjuhlat;02.02.1996;31.12.2011;1;Kirjaimet - M;;Joh. Enschedé Hollanti;1000000;Pauliina Kaleva ja Kari Kivinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1334.jpg;1334.jpg;1334;1334 Kirjaimet - M
ystävyys tunteet tervehdykset ystävänpäivä vuotuisjuhlat;02.02.1996;31.12.2011;1;Kirjaimet - O;;Joh. Enschedé Hollanti;1000000;Pauliina Kaleva ja Kari Kivinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1335.jpg;1335.jpg;1335;1335 Kirjaimet - O
ystävyys tunteet tervehdykset ystävänpäivä vuotuisjuhlat;02.02.1996;31.12.2011;1;Kirjaimet - I;;Joh. Enschedé Hollanti;1000000;Pauliina Kaleva ja Kari Kivinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1336.jpg;1336.jpg;1336;1336 Kirjaimet - I
kirjain;02.02.1996;31.12.2011;1;Kirjaimet - H;;Joh. Enschedé Hollanti;1000000;Pauliina Kaleva ja Kari Kivinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1337.jpg;1337.jpg;1337;1337 Kirjaimet - H
ystävyys tunteet tervehdykset ystävänpäivä vuotuisjuhlat;02.02.1996;31.12.2011;1;Kirjaimet - E;;Joh. Enschedé Hollanti;1000000;Pauliina Kaleva ja Kari Kivinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1338.jpg;1338.jpg;1338;1338 Kirjaimet - E
kirjain;02.02.1996;31.12.2011;1;Kirjaimet - J;;Joh. Enschedé Hollanti;1000000;Pauliina Kaleva ja Kari Kivinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1339.jpg;1339.jpg;1339;1339 Kirjaimet - J
kirjain;02.02.1996;31.12.2011;1;Kirjaimet - A;;Joh. Enschedé Hollanti;1000000;Pauliina Kaleva ja Kari Kivinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1340.jpg;1340.jpg;1340;1340 Kirjaimet - A
kirjain;02.02.1996;31.12.2011;1;Kirjaimet - N;;Joh. Enschedé Hollanti;1000000;Pauliina Kaleva ja Kari Kivinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1341.jpg;1341.jpg;1341;1341 Kirjaimet - N
kirjain;02.02.1996;31.12.2011;1;Kirjaimet - T;;Joh. Enschedé Hollanti;1000000;Pauliina Kaleva ja Kari Kivinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1342.jpg;1342.jpg;1342;1342 Kirjaimet - T
kirjain;02.02.1996;31.12.2011;1;Kirjaimet - P;;Joh. Enschedé Hollanti;1000000;Pauliina Kaleva ja Kari Kivinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1343.jpg;1343.jpg;1343;1343 Kirjaimet - P
kirjain;02.02.1996;31.12.2011;1;Kirjaimet - U;;Joh. Enschedé Hollanti;1000000;Pauliina Kaleva ja Kari Kivinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1344.jpg;1344.jpg;1344;1344 Kirjaimet - U
kirjain;02.02.1996;31.12.2011;1;Kirjaimet - S;;Joh. Enschedé Hollanti;1000000;Pauliina Kaleva ja Kari Kivinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1345.jpg;1345.jpg;1345;1345 Kirjaimet - S
hymy piirustuskilpailu YK UNICEF Mauno Paavola kuvataide  Yhdistyneet kansakunnat;02.02.1996;31.12.2011;2.8;Mauno Paavola Maailman iloisin hymy;;Setec;3000000;Pirkko Vahtero;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1346.jpg;1346.jpg;1346;1346 Mauno Paavola Maailman iloisin hymy
liikunta urheilu voimistelu harrastus naisliikunta;26.02.1996;31.12.2011;2.8;Naisliikuntaa 100 vuotta;;Setec;3000000;Heikki Nuutinen logo Ilmo Valtonen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1347.jpg;1347.jpg;1347;1347 Naisliikuntaa 100 vuotta
äänioikeus vaalit kansanedustuslaitos Posteurop europa kansainvälinen yhteistyö järjestö  ;08.03.1996;31.12.2011;3.2;Naisten äänioikeus;;Setec;4000000;Raimo Puustinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1348.jpg;1348.jpg;1348;1348 Naisten äänioikeus
eläin lintu siipikarja kana avustus hyväntekeväisyys kotieläin lisämaksu avustustoiminta Punainen Risti;18.03.1996;31.12.2011;2.8;Kotieläimiä - Tipuja;;Setec;500000;Asser Jaaro;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1349.jpg;1349.jpg;1349;1349 Kotieläimiä - Tipuja
eläin lintu siipikarja kana avustus hyväntekeväisyys kotieläin lisämaksu avustustoiminta Punainen Risti;18.03.1996;31.12.2011;3.2;Kotieläimiä - Kanoja;;Setec;500000;Asser Jaaro;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1350.jpg;1350.jpg;1350;1350 Kotieläimiä - Kanoja
eläin lintu siipikarja kukko avustus hyväntekeväisyys  kotieläin kana lisämaksu avustustoiminta ;18.03.1996;31.12.2011;3.4;Kotieläimiä - Kukko;;Setec;500000;Asser Jaaro;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1351.jpg;1351.jpg;1351;1351 Kotieläimiä - Kukko
elokuva Juha Nyrki Tapiovaara Walle Saikko Irma Seikkula;01.04.1996;31.12.2011;2.8;Elokuva 100 vuotta - Juha;;Joh. Enschedé Hollanti;1000000;Tapio Vapaasalo Janne Tuominen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1352.jpg;1352.jpg;1352;1352 Elokuva 100 vuotta - Juha
elokuva Laveata tietä Valentin Vaala Theodor Tugai Teuvo Tulio Alli Riks;01.04.1996;31.12.2011;2.8;Elokuva 100 vuotta - Laveata tietä;;Joh. Enschedé Hollanti;1000000;Tapio Vapaasalo Janne Tuominen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1353.jpg;1353.jpg;1353;1353 Elokuva 100 vuotta - Laveata tietä
elokuva Tuntematon sotilas Edvin Laine Åke Lindman väinö Linna;01.04.1996;31.12.2011;2.8;Elokuva 100 vuotta - Tuntematon sotilas;;Joh. Enschedé Hollanti;1000000;Tapio Vapaasalo Janne Tuominen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1354.jpg;1354.jpg;1354;1354 Elokuva 100 vuotta - Tuntematon sotilas
elokuva filmiprojektori sirkus Grönroos Sariola;01.04.1996;31.12.2011;2.8;Elokuva 100 vuotta - Elokuvan esitys;;Joh. Enschedé Hollanti;1000000;Tapio Vapaasalo Janne Tuominen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1355.jpg;1355.jpg;1355;1355 Elokuva 100 vuotta - Elokuvan esitys
elokuva Jäniksen vuosi Risto Jarva Antti Litja jänis eläin;01.04.1996;31.12.2011;2.8;Elokuva 100 vuotta - Jäniksen vuosi;;Joh. Enschedé Hollanti;1000000;Tapio Vapaasalo Janne Tuominen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1356.jpg;1356.jpg;1356;1356 Elokuva 100 vuotta - Jäniksen vuosi
elokuva Valkoinen peura Erik Blomberg Mirjami Kuosmanen;01.04.1996;31.12.2011;2.8;Elokuva 100 vuotta - Valkoinen peura;;Joh. Enschedé Hollanti;1000000;Tapio Vapaasalo Janne Tuominen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1357.jpg;1357.jpg;1357;1357 Elokuva 100 vuotta - Valkoinen peura
elokuva Kaikki rakastavat Valentin Vaala Ansa Ikonen Tauno Palo;01.04.1996;31.12.2011;2.8;Elokuva 100 vuotta - Kaikki rakastavat;;Joh. Enschedé Hollanti;1000000;Tapio Vapaasalo Janne Tuominen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1358.jpg;1358.jpg;1358;1358 Elokuva 100 vuotta - Kaikki rakastavat
elokuva Varjoja Paratiisissa Aki Kaurismäki Matti Pellonpää;01.04.1996;31.12.2011;2.8;Elokuva 100 vuotta - Varjoja paratiisissa;;Joh. Enschedé Hollanti;1000000;Tapio Vapaasalo Janne Tuominen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1359.jpg;1359.jpg;1359;1359 Elokuva 100 vuotta - Varjoja paratiisissa
viestintä tietoliikenne radio radioaalto yleisradiotoiminta tiedonvälitys;25.04.1996;31.12.2011;4.3;Radio 100 vuotta;;Setec;3000000;Markku Reunanen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1360.jpg;1360.jpg;1360;1360 Radio 100 vuotta
urheilu urheilukilpailut  olympialaiset kesäolympialaiset Atlanta USA Yhdysvallat melonta;03.06.1996;31.12.2011;3.4;Atlantan kesäolympialaiset 1996 - melonta;;Setec;600000;Tarja Salonen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1361.jpg;1361.jpg;1361;1361 Atlantan kesäolympialaiset 1996 - melonta
urheilu urheilukilpailut  olympialaiset kesäolympialaiset Atlanta USA Yhdysvallat purjehdus;03.06.1996;31.12.2011;3.4;Atlantan kesäolympialaiset 1996 - purjehdus;;Setec;600000;Tarja Salonen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1362.jpg;1362.jpg;1362;1362 Atlantan kesäolympialaiset 1996 - purjehdus
urheilu urheilukilpailut olympialaiset kesäolympialaiset Atlanta USA Yhdysvallat soutu;03.06.1996;31.12.2011;3.4;Atlantan kesäolympialaiset 1996 - soutu;;Setec;600000;Tarja Salonen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1363.jpg;1363.jpg;1363;1363 Atlantan kesäolympialaiset 1996 - soutu
urheilu urheilukilpailut olympialaiset kesäolympialaiset Atlanta USA Yhdysvallat  uinti;03.06.1996;31.12.2011;3.4;Atlantan kesäolympialaiset 1996 - uinti;;Setec;600000;Tarja Salonen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1364.jpg;1364.jpg;1364;1364 Atlantan kesäolympialaiset 1996 - uinti
kasvi lumme Etelä-Savo  nymphea alba luonto maakuntakukka tarramerkki;03.06.1996;;1;Maakuntakukat - Lumme;;Setec;;Paavo Huovinen;luokka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1365.jpg;1365.jpg;1365;1365 Maakuntakukat - Lumme
eläin hyönteinen kuoriainen keltalaitasukeltaja Dytiscus marginalis luonto;01.07.1996;31.12.2011;19;Suursukeltaja;;Setec;300000;Osmo Omenamäki;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1366.jpg;1366.jpg;1366;1366 Suursukeltaja
eläin lintu kahlaaja taivaanvuohi gallinago gallinago luonto;06.09.1996;31.12.2011;2.8;Kahlaajalintuja - Taivaanvuohi;;Joh. Enschedé Hollanti;600000;Erik Bruun;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1367.jpg;1367.jpg;1367;1367 Kahlaajalintuja - Taivaanvuohi
eläin lintu kahlaaja meriharakka Haematopus ostralegus luonto;06.09.1996;31.12.2011;2.8;Kahlaajalintuja - Meriharakka;;Joh. Enschedé Hollanti;600000;Erik Bruun;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1368.jpg;1368.jpg;1368;1368 Kahlaajalintuja - Meriharakka
eläin lintu kahlaaja kuovi numenius arquata luonto;06.09.1996;31.12.2011;2.8;Kahlaajalintuja - Kuovi;;Joh. Enschedé Hollanti;600000;Erik Bruun;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1369.jpg;1369.jpg;1369;1369 Kahlaajalintuja - Kuovi
eläin lintu kahlaaja lehtokurppa scolopax rusticola luonto;06.09.1996;31.12.2011;2.8;Kahlaajalintuja - Lehtokurppa;;Joh. Enschedé Hollanti;600000;Erik Bruun;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1370.jpg;1370.jpg;1370;1370 Kahlaajalintuja - Lehtokurppa
eläin lintu kahlaaja töyhtöhyyppä vanellus vanellus luonto;06.09.1996;31.12.2011;2.8;Kahlaajalintuja - Töyhtöhyyppä;;Joh. Enschedé Hollanti;600000;Erik Bruun;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1371.jpg;1371.jpg;1371;1371 Kahlaajalintuja - Töyhtöhyyppä
sarjakuva Itikainen Ilmari Vainio;09.10.1996;31.12.2011;2.8;Sarjakuva 100 vuotta - Ilmari Vainio Professori Itikainen;;Setec;700000;Pentti Otsamo;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1372.jpg;1372.jpg;1372;1372 Sarjakuva 100 vuotta - Ilmari Vainio Professori Itikainen
sarjakuva Pekka Puupää Ola Fogelberg kirje;09.10.1996;31.12.2011;2.8;Sarjakuva 100 vuotta - Ola Fogelberg Pekka Puupää;;Setec;700000;Pentti Otsamo;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1373.jpg;1373.jpg;1373;1373 Sarjakuva 100 vuotta - Ola Fogelberg Pekka Puupää
sarjakuva Joonas Veikko Savolainen;09.10.1996;31.12.2011;2.8;Sarjakuva 100 vuotta - Veikko Savolainen Joonas;;Setec;700000;Pentti Otsamo;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1374.jpg;1374.jpg;1374;1374 Sarjakuva 100 vuotta - Veikko Savolainen Joonas
sarjakuva Mämmilä Posti-Aune Tarmo Koivisto kirje;09.10.1996;31.12.2011;2.8;Sarjakuva 100 vuotta - Tarmo Koivisto Mämmilä;;Setec;700000;Pentti Otsamo;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1375.jpg;1375.jpg;1375;1375 Sarjakuva 100 vuotta - Tarmo Koivisto Mämmilä
sarjakuva Rymy-Eetu Erkki Tanttu paketti postilaatikko;09.10.1996;31.12.2011;2.8;Sarjakuva 100 vuotta - Erkki Tanttu Rymy-Eetu;;Setec;700000;Pentti Otsamo;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1376.jpg;1376.jpg;1376;1376 Sarjakuva 100 vuotta - Erkki Tanttu Rymy-Eetu
sarjakuva Kieku Kaiku Asmo Alho Mika Waltari kirje;09.10.1996;31.12.2011;2.8;Sarjakuva 100 vuotta - Asmo Alho Kieku ja Kaiku;;Setec;700000;Pentti Otsamo;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1377.jpg;1377.jpg;1377;1377 Sarjakuva 100 vuotta - Asmo Alho Kieku ja Kaiku
sarjakuva Hyvissä naimisissa Pikku Risunen  Riitta Uusitalo;09.10.1996;31.12.2011;2.8;Sarjakuva 100 vuotta - Riitta Uusitalo Hyvissä naimisissa;;Setec;700000;Pentti Otsamo;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1378.jpg;1378.jpg;1378;1378 Sarjakuva 100 vuotta - Riitta Uusitalo Hyvissä naimisissa
sarjakuva Vihreä rapsodia Kati Kovács kirje;09.10.1996;31.12.2011;2.8;Sarjakuva 100 vuotta - Kati Kovács Vihreä rapsodia;;Setec;700000;Pentti Otsamo;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1379.jpg;1379.jpg;1379;1379 Sarjakuva 100 vuotta - Kati Kovács Vihreä rapsodia
joulu joulupukki tonttu musiikki soitin harmonikka kitara triangeli perinne kansanperinne vuotuisjuhlat;01.11.1996;31.12.2011;2;Joululaulu;;Setec;45000000;Mauri Kunnas;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1380.jpg;1380.jpg;1380;1380 Joululaulu
joulu eläin poro jänis revontuli vuotuisjuhlat;01.11.1996;31.12.2011;2.8;Porot ja revontulet;;Setec;7960000;Mauri Kunnas;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1381.jpg;1381.jpg;1381;1381 Porot ja revontulet
joulu joulupukki kirje perinne kansanperinne vuotuisjuhlat;01.11.1996;31.12.2011;3.2;Joulupukki lukee kirjettä;;Setec;3250000;Mauri Kunnas;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1382.jpg;1382.jpg;1382;1382 Joulupukki lukee kirjettä
ystävyys tunteet kiiltokuvat enkelit tervehdykset ystävänpäivä vuotuisjuhlat;30.1.1997;;1;Kiiltokuvia;;Setec;1200000;Pirkko Juvonen-Valtonen;luokka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1383.jpg;1383.jpg;1383;1383 Kiiltokuvia
ystävyys tunteet kiiltokuvat kukat tervehdykset ystävänpäivä vuotuisjuhlat;30.1.1997;;1;Kiiltokuvia;;Setec;1200000;Pirkko Juvonen-Valtonen;luokka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1384.jpg;1384.jpg;1384;1384 Kiiltokuvia
ystävyys tunteet kiiltokuvat tervehdykset ystävänpäivä vuotuisjuhlat;30.1.1997;;1;Kiiltokuvia;;Setec;1200000;Pirkko Juvonen-Valtonen;luokka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1385.jpg;1385.jpg;1385;1385 Kiiltokuvia
ystävyys tunteet kiiltokuvat tervehdykset ystävänpäivä vuotuisjuhlat;30.1.1997;;1;Kiiltokuvia;;Setec;1200000;Pirkko Juvonen-Valtonen;luokka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1386.jpg;1386.jpg;1386;1386 Kiiltokuvia
ystävyys tunteet kiiltokuvat kirjeet viestintä tervehdykset ystävänpäivä vuotuisjuhlat;30.1.1997;;1;Kiiltokuvia;;Setec;1200000;Pirkko Juvonen-Valtonen;luokka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1387.jpg;1387.jpg;1387;1387 Kiiltokuvia
ystävyys tunteet kiiltokuvat tervehdykset ystävänpäivä vuotuisjuhlat;30.1.1997;;1;Kiiltokuvia;;Setec;1200000;Pirkko Juvonen-Valtonen;luokka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1388.jpg;1388.jpg;1388;1388 Kiiltokuvia
ystävyys tunteet kiiltokuvat kukat tervehdykset ystävänpäivä vuotuisjuhlat;30.1.1997;;1;Kiiltokuvia;;Setec;1200000;Pirkko Juvonen-Valtonen;luokka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1389.jpg;1389.jpg;1389;1389 Kiiltokuvia
ystävyys tunteet kiiltokuvat enkelit tervehdykset ystävänpäivä vuotuisjuhlat;30.1.1997;;1;Kiiltokuvia;;Setec;1200000;Pirkko Juvonen-Valtonen;luokka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1390.jpg;1390.jpg;1390;1390 Kiiltokuvia
jääkiekko MM-kisat Turku Tampere Helsinki joukkueurheilu maailmamestaruuskisat  urheilukilpailut urheilu;30.1.1997;31.12.2011;2.8;Jääkiekon MM-kilpailut;;Setec;3000000;Pekka Loiri;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1391.jpg;1391.jpg;1391;1391 Jääkiekon MM-kilpailut
postimyynti kauppa paketti;30.1.1997;31.12.2011;2.8;Postimyynti 100 vuotta;;Joh. Enschedé Hollanti;3000000;Kari Piippo;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1392.jpg;1392.jpg;1392;1392 Postimyynti 100 vuotta
Posteurop europa kansainvälinen yhteistyö järjestö   tarina satu kansansatu kansanperinne koskelo lintu;4.3.1997;31.12.2011;3.2;Tyttö joka muuttui kultaiseksi koskeloksi;;Setec;4000000;Mika Launis Pirkko Vahtero;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1393.jpg;1393.jpg;1393;1393 Tyttö joka muuttui kultaiseksi koskeloksi
Posteurop europa kansainvälinen yhteistyö järjestö   tarina satu kansansatu kansanperinne koskelo lintu;4.3.1997;31.12.2011;3.4;Tyttö joka muuttui kultaiseksi koskeloksi;;Setec;2000000;Mika Launis Pirkko Vahtero;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1394.jpg;1394.jpg;1394;1394 Tyttö joka muuttui kultaiseksi koskeloksi
eläin jänis metsäjänis  lepus timidus luonto;4.3.1997;31.12.2011;2.8;Metsäjänis;;Setec;3000000;Pirkko Juvonen-Valtonen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1395.jpg;1395.jpg;1395;1395 Metsäjänis
tuomi puu kasvi  kukka maakuntakukka prunus padus luonto tarramerkki;18.3.1997;;1;Maakuntakukat - Tuomi;;Setec;;Paavo Huovinen;luokka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1396.jpg;1396.jpg;1396;1396 Maakuntakukat - Tuomi
Paavo Nurmi juoksija urheilu juoksu yleisurheilu Pariisin olympialaiset  Ville Ritola hopea  Ranska urheilukilpailut ;18.3.1997;31.12.2011;3.4;Paavo Nurmen syntymästä 100 vuotta;;Setec;2000000;Juha Kettunen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1397.jpg;1397.jpg;1397;1397 Paavo Nurmen syntymästä 100 vuotta
Saaristomeren kansallispuisto meri lintu lokki  luonto kasvi eläin luonnonsuojelu meret;25.4.1997;31.12.2011;4.3;Saaristomeren kansallispuisto;;Setec;4000000;Pirkko Vahtero;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1398.jpg;1398.jpg;1398;1398 Saaristomeren kansallispuisto
merenkulku purjelaivat laivaliikenne Astrid ;19.5.1997;31.12.2011;2.8;Merenkulku purjelaivoja - Astrid;;Walsall Security Printers Englanti;1000000;Asser Jaaro;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1399.jpg;1399.jpg;1399;1399 Merenkulku purjelaivoja - Astrid
merenkulku purjelaivat laivaliikenne Jacobstads Wapen ;19.5.1997;31.12.2011;2.8;Merenkulku purjelaivoja - Jacobstads Wapen;;Walsall Security Printers Englanti;1000000;Asser Jaaro;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1400.jpg;1400.jpg;1400;1400 Merenkulku purjelaivoja - Jacobstads Wapen
merenkulku purjelaivat laivaliikenne Suomen Joutsen;19.5.1997;31.12.2011;2.8;Merenkulku purjelaivoja - Suomen Joutsen;;Walsall Security Printers Englanti;1000000;Asser Jaaro;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1401.jpg;1401.jpg;1401;1401 Merenkulku purjelaivoja - Suomen Joutsen
merenkulku purjelaivat laivaliikenne Tradewind;19.5.1997;31.12.2011;2.8;Merenkulku purjelaivoja - Tradewind;;Walsall Security Printers Englanti;1000000;Asser Jaaro;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1402.jpg;1402.jpg;1402;1402 Merenkulku purjelaivoja - Tradewind
merenkulku purjelaivat laivaliikenne Merikokko;19.5.1997;31.12.2011;2.8;Merenkulku purjelaivoja - Merikokko;;Walsall Security Printers Englanti;1000000;Asser Jaaro;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1403.jpg;1403.jpg;1403;1403 Merenkulku purjelaivoja - Merikokko
merenkulku purjelaivat laivaliikenne Sigyn;19.5.1997;31.12.2011;2.8;Merenkulku purjelaivoja - Sigyn;;Walsall Security Printers Englanti;1000000;Asser Jaaro;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1404.jpg;1404.jpg;1404;1404 Merenkulku purjelaivoja - Sigyn
tango musiikki tanssi;19.5.1997;;1;Tango;;Setec;10000000;Erkki Laine;luokka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1405.jpg;1405.jpg;1405;1405 Tango
Presidentti Martti Ahtisaari valtiomies valtionpäämies;23.6.1997;31.12.2011;2.8;Presidentti Martti Ahtisaari 60 vuotta;;Setec;4000000;Eeva Oivo;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1406.jpg;1406.jpg;1406;1406 Presidentti Martti Ahtisaari 60 vuotta
itsenäisyys juhlavuosi kevät kielo kukka kasvi vuodenajat;23.6.1997;31.12.2011;2.8;Itsenäinen Suomi 80 vuotta - kevät;;Setec;1000000;Kari Piippo;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1407.jpg;1407.jpg;1407;1407 Itsenäinen Suomi 80 vuotta - kevät
juhlavuosi itsenäisyys kesä taivas pilvi vuodenajat;23.6.1997;31.12.2011;2.8;Itsenäinen Suomi 80 vuotta - kesä;;Setec;1000000;Kari Piippo;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1408.jpg;1408.jpg;1408;1408 Itsenäinen Suomi 80 vuotta - kesä
juhlavuosi itsenäisyys syksy puu pihlaja ruska vuodenajat;23.6.1997;31.12.2011;2.8;Itsenäinen Suomi 80 vuotta - syksy;;Setec;1000000;Kari Piippo;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1409.jpg;1409.jpg;1409;1409 Itsenäinen Suomi 80 vuotta - syksy
juhlavuosi itsenäisyys talvi lumikide vuodenajat;23.6.1997;31.12.2011;2.8;Itsenäinen Suomi 80 vuotta - talvi;;Setec;1000000;Kari Piippo;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1410.jpg;1410.jpg;1410;1410 Itsenäinen Suomi 80 vuotta - talvi
eläin lintu kurki grus grus luonto;19.8.1997;31.12.2011;2.8;Kurkia;;The House of Questa Englanti;700000;Erik Bruun;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1411.jpg;1411.jpg;1411;1411 Kurkia
eläin lintu kurki grus grus ;19.8.1997;31.12.2011;2.8;Kurkia;;The House of Questa Englanti;700000;Erik Bruun;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1412.jpg;1412.jpg;1412;1412 Kurkia
eläin lintu kurki grus grus ;19.8.1997;31.12.2011;2.8;Kurkia;;The House of Questa Englanti;700000;Erik Bruun;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1413.jpg;1413.jpg;1413;1413 Kurkia
eläin lintu kurki grus grus ;19.8.1997;31.12.2011;2.8;Kurkia;;The House of Questa Englanti;700000;Erik Bruun;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1414.jpg;1414.jpg;1414;1414 Kurkia
Kalevala Akseli Gallen-Kallela Aino-triptyykki kansalliseepos kansanperinne kansanrunous taide maalaustaide kirjallisuus Väinämöinen lisämaksu Pro filatelia;5.9.1997;31.12.2011;2.8;Akseli Gallen-Kallela Aino-triptyykki;;Cartor Security Printing Ranska;600000;Pentti Rahikainen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1415.jpg;1415.jpg;1415;1415 Akseli Gallen-Kallela Aino-triptyykki
